month,country,topic,share_of_messages
2025-02-01,YE,Other/Unknown,0.023
2025-02-01,YE,Practical Guidance,0.293
2025-02-01,YE,Seeking information,0.139
2025-02-01,YE,Self-expression,0.126
2025-02-01,YE,Technical help,0.109
2025-02-01,YE,Writing,0.250
2025-02-01,ZA,Multimedia,0.033
2025-02-01,ZA,Other/Unknown,0.042
2025-02-01,ZA,Practical Guidance,0.287
2025-02-01,ZA,Seeking information,0.165
2025-02-01,ZA,Self-expression,0.048
2025-02-01,ZA,Technical help,0.093
2025-02-01,ZA,Writing,0.331
2025-02-01,ZM,Multimedia,0.035
2025-02-01,ZM,Other/Unknown,0.075
2025-02-01,ZM,Practical Guidance,0.312
2025-02-01,ZM,Seeking information,0.184
2025-02-01,ZM,Self-expression,0.058
2025-02-01,ZM,Technical help,0.083
2025-02-01,ZM,Writing,0.253
2025-03-01,AE,Multimedia,0.050
2025-03-01,AE,Other/Unknown,0.054
2025-03-01,AE,Practical Guidance,0.251
2025-03-01,AE,Seeking information,0.178
2025-03-01,AE,Self-expression,0.065
2025-03-01,AE,Technical help,0.058
2025-03-01,AE,Writing,0.344
2025-03-01,AF,Multimedia,0.043
2025-03-01,AF,Other/Unknown,0.085
2025-03-01,AF,Practical Guidance,0.234
2025-03-01,AF,Seeking information,0.197
2025-03-01,AF,Self-expression,0.161
2025-03-01,AF,Technical help,0.016
2025-03-01,AF,Writing,0.265
2025-03-01,AL,Multimedia,0.037
2025-03-01,AL,Other/Unknown,0.057
2025-03-01,AL,Practical Guidance,0.313
2025-03-01,AL,Seeking information,0.169
2025-03-01,AL,Self-expression,0.076
2025-03-01,AL,Technical help,0.085
2025-03-01,AL,Writing,0.263
2025-03-01,AM,Multimedia,0.040
2025-03-01,AM,Other/Unknown,0.062
2025-03-01,AM,Practical Guidance,0.265
2025-03-01,AM,Seeking information,0.150
2025-03-01,AM,Self-expression,0.100
2025-03-01,AM,Technical help,0.082
2025-03-01,AM,Writing,0.301
2025-03-01,AO,Multimedia,0.051
2025-03-01,AO,Other/Unknown,0.091
2025-03-01,AO,Practical Guidance,0.273
2025-03-01,AO,Seeking information,0.192
2025-03-01,AO,Self-expression,0.103
2025-03-01,AO,Technical help,0.022
2025-03-01,AO,Writing,0.269
2025-03-01,AR,Multimedia,0.062
2025-03-01,AR,Other/Unknown,0.044
2025-03-01,AR,Practical Guidance,0.298
2025-03-01,AR,Seeking information,0.184
2025-03-01,AR,Self-expression,0.102
2025-03-01,AR,Technical help,0.080
2025-03-01,AR,Writing,0.230
2025-03-01,AT,Multimedia,0.042
2025-03-01,AT,Other/Unknown,0.037
2025-03-01,AT,Practical Guidance,0.275
2025-03-01,AT,Seeking information,0.201
2025-03-01,AT,Self-expression,0.056
2025-03-01,AT,Technical help,0.083
2025-03-01,AT,Writing,0.307
2025-03-01,AU,Multimedia,0.046
2025-03-01,AU,Other/Unknown,0.027
2025-03-01,AU,Practical Guidance,0.264
2025-03-01,AU,Seeking information,0.174
2025-03-01,AU,Self-expression,0.056
2025-03-01,AU,Technical help,0.074
2025-03-01,AU,Writing,0.359
2025-03-01,AZ,Multimedia,0.041
2025-03-01,AZ,Other/Unknown,0.082
2025-03-01,AZ,Practical Guidance,0.279
2025-03-01,AZ,Seeking information,0.163
2025-03-01,AZ,Self-expression,0.142
2025-03-01,AZ,Technical help,0.056
2025-03-01,AZ,Writing,0.237
2025-03-01,BA,Multimedia,0.066
2025-03-01,BA,Other/Unknown,0.050
2025-03-01,BA,Practical Guidance,0.270
2025-03-01,BA,Seeking information,0.235
2025-03-01,BA,Self-expression,0.090
2025-03-01,BA,Technical help,0.108
2025-03-01,BA,Writing,0.181
2025-03-01,BD,Multimedia,0.060
2025-03-01,BD,Other/Unknown,0.065
2025-03-01,BD,Practical Guidance,0.253
2025-03-01,BD,Seeking information,0.183
2025-03-01,BD,Self-expression,0.116
2025-03-01,BD,Technical help,0.066
2025-03-01,BD,Writing,0.256
2025-03-01,BE,Multimedia,0.037
2025-03-01,BE,Other/Unknown,0.043
2025-03-01,BE,Practical Guidance,0.260
2025-03-01,BE,Seeking information,0.200
2025-03-01,BE,Self-expression,0.060
2025-03-01,BE,Technical help,0.068
2025-03-01,BE,Writing,0.331
2025-03-01,BG,Multimedia,0.045
2025-03-01,BG,Other/Unknown,0.058
2025-03-01,BG,Practical Guidance,0.293
2025-03-01,BG,Seeking information,0.197
2025-03-01,BG,Self-expression,0.093
2025-03-01,BG,Technical help,0.084
2025-03-01,BG,Writing,0.230
2025-03-01,BH,Multimedia,0.026
2025-03-01,BH,Other/Unknown,0.014
2025-03-01,BH,Practical Guidance,0.246
2025-03-01,BH,Seeking information,0.268
2025-03-01,BH,Self-expression,0.114
2025-03-01,BH,Technical help,0.027
2025-03-01,BH,Writing,0.307
2025-03-01,BJ,Multimedia,0.028
2025-03-01,BJ,Other/Unknown,0.021
2025-03-01,BJ,Practical Guidance,0.275
2025-03-01,BJ,Seeking information,0.183
2025-03-01,BJ,Self-expression,0.117
2025-03-01,BJ,Technical help,0.068
2025-03-01,BJ,Writing,0.308
2025-03-01,BO,Multimedia,0.062
2025-03-01,BO,Other/Unknown,0.019
2025-03-01,BO,Practical Guidance,0.320
2025-03-01,BO,Seeking information,0.217
2025-03-01,BO,Self-expression,0.052
2025-03-01,BO,Technical help,0.058
2025-03-01,BO,Writing,0.272
2025-03-01,BR,Multimedia,0.068
2025-03-01,BR,Other/Unknown,0.042
2025-03-01,BR,Practical Guidance,0.283
2025-03-01,BR,Seeking information,0.159
2025-03-01,BR,Self-expression,0.071
2025-03-01,BR,Technical help,0.072
2025-03-01,BR,Writing,0.305
2025-03-01,CA,Multimedia,0.037
2025-03-01,CA,Other/Unknown,0.033
2025-03-01,CA,Practical Guidance,0.294
2025-03-01,CA,Seeking information,0.185
2025-03-01,CA,Self-expression,0.057
2025-03-01,CA,Technical help,0.085
2025-03-01,CA,Writing,0.309
2025-03-01,CD,Multimedia,0.060
2025-03-01,CD,Other/Unknown,0.055
2025-03-01,CD,Practical Guidance,0.255
2025-03-01,CD,Seeking information,0.142
2025-03-01,CD,Self-expression,0.104
2025-03-01,CD,Technical help,0.047
2025-03-01,CD,Writing,0.337
2025-03-01,CH,Multimedia,0.040
2025-03-01,CH,Other/Unknown,0.040
2025-03-01,CH,Practical Guidance,0.261
2025-03-01,CH,Seeking information,0.206
2025-03-01,CH,Self-expression,0.058
2025-03-01,CH,Technical help,0.073
2025-03-01,CH,Writing,0.322
2025-03-01,CI,Multimedia,0.087
2025-03-01,CI,Other/Unknown,0.068
2025-03-01,CI,Practical Guidance,0.265
2025-03-01,CI,Seeking information,0.139
2025-03-01,CI,Self-expression,0.080
2025-03-01,CI,Technical help,0.079
2025-03-01,CI,Writing,0.282
2025-03-01,CL,Multimedia,0.068
2025-03-01,CL,Other/Unknown,0.039
2025-03-01,CL,Practical Guidance,0.291
2025-03-01,CL,Seeking information,0.192
2025-03-01,CL,Self-expression,0.088
2025-03-01,CL,Technical help,0.065
2025-03-01,CL,Writing,0.256
2025-03-01,CM,Multimedia,0.043
2025-03-01,CM,Other/Unknown,0.116
2025-03-01,CM,Practical Guidance,0.247
2025-03-01,CM,Seeking information,0.201
2025-03-01,CM,Self-expression,0.047
2025-03-01,CM,Technical help,0.109
2025-03-01,CM,Writing,0.238
2025-03-01,CO,Multimedia,0.079
2025-03-01,CO,Other/Unknown,0.042
2025-03-01,CO,Practical Guidance,0.302
2025-03-01,CO,Seeking information,0.152
2025-03-01,CO,Self-expression,0.056
2025-03-01,CO,Technical help,0.088
2025-03-01,CO,Writing,0.281
2025-03-01,CR,Multimedia,0.059
2025-03-01,CR,Other/Unknown,0.039
2025-03-01,CR,Practical Guidance,0.281
2025-03-01,CR,Seeking information,0.188
2025-03-01,CR,Self-expression,0.066
2025-03-01,CR,Technical help,0.088
2025-03-01,CR,Writing,0.279
2025-03-01,CY,Multimedia,0.060
2025-03-01,CY,Other/Unknown,0.061
2025-03-01,CY,Practical Guidance,0.261
2025-03-01,CY,Seeking information,0.208
2025-03-01,CY,Self-expression,0.068
2025-03-01,CY,Technical help,0.097
2025-03-01,CY,Writing,0.246
2025-03-01,CZ,Multimedia,0.042
2025-03-01,CZ,Other/Unknown,0.036
2025-03-01,CZ,Practical Guidance,0.293
2025-03-01,CZ,Seeking information,0.251
2025-03-01,CZ,Self-expression,0.072
2025-03-01,CZ,Technical help,0.076
2025-03-01,CZ,Writing,0.230
2025-03-01,DE,Multimedia,0.043
2025-03-01,DE,Other/Unknown,0.041
2025-03-01,DE,Practical Guidance,0.277
2025-03-01,DE,Seeking information,0.200
2025-03-01,DE,Self-expression,0.077
2025-03-01,DE,Technical help,0.060
2025-03-01,DE,Writing,0.303
2025-03-01,DK,Multimedia,0.036
2025-03-01,DK,Other/Unknown,0.035
2025-03-01,DK,Practical Guidance,0.270
2025-03-01,DK,Seeking information,0.178
2025-03-01,DK,Self-expression,0.049
2025-03-01,DK,Technical help,0.075
2025-03-01,DK,Writing,0.357
2025-03-01,DO,Multimedia,0.056
2025-03-01,DO,Other/Unknown,0.052
2025-03-01,DO,Practical Guidance,0.353
2025-03-01,DO,Seeking information,0.198
2025-03-01,DO,Self-expression,0.052
2025-03-01,DO,Technical help,0.040
2025-03-01,DO,Writing,0.250
2025-03-01,DZ,Multimedia,0.059
2025-03-01,DZ,Other/Unknown,0.070
2025-03-01,DZ,Practical Guidance,0.270
2025-03-01,DZ,Seeking information,0.196
2025-03-01,DZ,Self-expression,0.141
2025-03-01,DZ,Technical help,0.037
2025-03-01,DZ,Writing,0.227
2025-03-01,EC,Multimedia,0.068
2025-03-01,EC,Other/Unknown,0.027
2025-03-01,EC,Practical Guidance,0.309
2025-03-01,EC,Seeking information,0.176
2025-03-01,EC,Self-expression,0.057
2025-03-01,EC,Technical help,0.066
2025-03-01,EC,Writing,0.298
2025-03-01,EE,Multimedia,0.036
2025-03-01,EE,Other/Unknown,0.035
2025-03-01,EE,Practical Guidance,0.312
2025-03-01,EE,Seeking information,0.187
2025-03-01,EE,Self-expression,0.049
2025-03-01,EE,Technical help,0.107
2025-03-01,EE,Writing,0.273
2025-03-01,EG,Multimedia,0.065
2025-03-01,EG,Other/Unknown,0.067
2025-03-01,EG,Practical Guidance,0.294
2025-03-01,EG,Seeking information,0.178
2025-03-01,EG,Self-expression,0.145
2025-03-01,EG,Technical help,0.050
2025-03-01,EG,Writing,0.200
2025-03-01,ES,Multimedia,0.053
2025-03-01,ES,Other/Unknown,0.037
2025-03-01,ES,Practical Guidance,0.300
2025-03-01,ES,Seeking information,0.197
2025-03-01,ES,Self-expression,0.063
2025-03-01,ES,Technical help,0.078
2025-03-01,ES,Writing,0.273
2025-03-01,ET,Multimedia,0.036
2025-03-01,ET,Other/Unknown,0.044
2025-03-01,ET,Practical Guidance,0.354
2025-03-01,ET,Seeking information,0.156
2025-03-01,ET,Self-expression,0.084
2025-03-01,ET,Technical help,0.101
2025-03-01,ET,Writing,0.224
2025-03-01,FI,Multimedia,0.042
2025-03-01,FI,Other/Unknown,0.038
2025-03-01,FI,Practical Guidance,0.259
2025-03-01,FI,Seeking information,0.202
2025-03-01,FI,Self-expression,0.092
2025-03-01,FI,Technical help,0.078
2025-03-01,FI,Writing,0.289
2025-03-01,FR,Multimedia,0.049
2025-03-01,FR,Other/Unknown,0.040
2025-03-01,FR,Practical Guidance,0.260
2025-03-01,FR,Seeking information,0.186
2025-03-01,FR,Self-expression,0.065
2025-03-01,FR,Technical help,0.067
2025-03-01,FR,Writing,0.333
2025-03-01,GB,Multimedia,0.042
2025-03-01,GB,Other/Unknown,0.037
2025-03-01,GB,Practical Guidance,0.260
2025-03-01,GB,Seeking information,0.182
2025-03-01,GB,Self-expression,0.065
2025-03-01,GB,Technical help,0.084
2025-03-01,GB,Writing,0.330
2025-03-01,GE,Multimedia,0.011
2025-03-01,GE,Other/Unknown,0.087
2025-03-01,GE,Practical Guidance,0.315
2025-03-01,GE,Seeking information,0.202
2025-03-01,GE,Self-expression,0.093
2025-03-01,GE,Technical help,0.056
2025-03-01,GE,Writing,0.235
2025-03-01,GH,Multimedia,0.046
2025-03-01,GH,Other/Unknown,0.049
2025-03-01,GH,Practical Guidance,0.330
2025-03-01,GH,Seeking information,0.169
2025-03-01,GH,Self-expression,0.066
2025-03-01,GH,Technical help,0.100
2025-03-01,GH,Writing,0.240
2025-03-01,GR,Multimedia,0.056
2025-03-01,GR,Other/Unknown,0.054
2025-03-01,GR,Practical Guidance,0.263
2025-03-01,GR,Seeking information,0.221
2025-03-01,GR,Self-expression,0.087
2025-03-01,GR,Technical help,0.065
2025-03-01,GR,Writing,0.253
2025-03-01,GT,Multimedia,0.048
2025-03-01,GT,Other/Unknown,0.039
2025-03-01,GT,Practical Guidance,0.359
2025-03-01,GT,Seeking information,0.161
2025-03-01,GT,Self-expression,0.057
2025-03-01,GT,Technical help,0.074
2025-03-01,GT,Writing,0.262
2025-03-01,HN,Multimedia,0.046
2025-03-01,HN,Other/Unknown,0.042
2025-03-01,HN,Practical Guidance,0.327
2025-03-01,HN,Seeking information,0.161
2025-03-01,HN,Self-expression,0.070
2025-03-01,HN,Technical help,0.102
2025-03-01,HN,Writing,0.252
2025-03-01,HR,Multimedia,0.045
2025-03-01,HR,Other/Unknown,0.043
2025-03-01,HR,Practical Guidance,0.262
2025-03-01,HR,Seeking information,0.279
2025-03-01,HR,Self-expression,0.080
2025-03-01,HR,Technical help,0.089
2025-03-01,HR,Writing,0.203
2025-03-01,HT,Multimedia,0.091
2025-03-01,HT,Other/Unknown,0.049
2025-03-01,HT,Practical Guidance,0.210
2025-03-01,HT,Seeking information,0.248
2025-03-01,HT,Self-expression,0.085
2025-03-01,HT,Technical help,0.040
2025-03-01,HT,Writing,0.278
2025-03-01,HU,Multimedia,0.044
2025-03-01,HU,Other/Unknown,0.043
2025-03-01,HU,Practical Guidance,0.260
2025-03-01,HU,Seeking information,0.222
2025-03-01,HU,Self-expression,0.110
2025-03-01,HU,Technical help,0.090
2025-03-01,HU,Writing,0.231
2025-03-01,ID,Multimedia,0.040
2025-03-01,ID,Other/Unknown,0.033
2025-03-01,ID,Practical Guidance,0.314
2025-03-01,ID,Seeking information,0.178
2025-03-01,ID,Self-expression,0.079
2025-03-01,ID,Technical help,0.072
2025-03-01,ID,Writing,0.283
2025-03-01,IE,Multimedia,0.039
2025-03-01,IE,Other/Unknown,0.032
2025-03-01,IE,Practical Guidance,0.302
2025-03-01,IE,Seeking information,0.195
2025-03-01,IE,Self-expression,0.063
2025-03-01,IE,Technical help,0.076
2025-03-01,IE,Writing,0.292
2025-03-01,IL,Multimedia,0.062
2025-03-01,IL,Other/Unknown,0.058
2025-03-01,IL,Practical Guidance,0.292
2025-03-01,IL,Seeking information,0.179
2025-03-01,IL,Self-expression,0.095
2025-03-01,IL,Technical help,0.094
2025-03-01,IL,Writing,0.220
2025-03-01,IN,Multimedia,0.091
2025-03-01,IN,Other/Unknown,0.053
2025-03-01,IN,Practical Guidance,0.269
2025-03-01,IN,Seeking information,0.151
2025-03-01,IN,Self-expression,0.065
2025-03-01,IN,Technical help,0.139
2025-03-01,IN,Writing,0.233
2025-03-01,IQ,Multimedia,0.064
2025-03-01,IQ,Other/Unknown,0.065
2025-03-01,IQ,Practical Guidance,0.268
2025-03-01,IQ,Seeking information,0.205
2025-03-01,IQ,Self-expression,0.145
2025-03-01,IQ,Technical help,0.030
2025-03-01,IQ,Writing,0.222
2025-03-01,IT,Multimedia,0.055
2025-03-01,IT,Other/Unknown,0.041
2025-03-01,IT,Practical Guidance,0.281
2025-03-01,IT,Seeking information,0.198
2025-03-01,IT,Self-expression,0.072
2025-03-01,IT,Technical help,0.075
2025-03-01,IT,Writing,0.280
2025-03-01,JM,Multimedia,0.000
2025-03-01,JM,Other/Unknown,0.059
2025-03-01,JM,Practical Guidance,0.323
2025-03-01,JM,Seeking information,0.166
2025-03-01,JM,Self-expression,0.038
2025-03-01,JM,Technical help,0.071
2025-03-01,JM,Writing,0.343
2025-03-01,JO,Multimedia,0.061
2025-03-01,JO,Other/Unknown,0.052
2025-03-01,JO,Practical Guidance,0.282
2025-03-01,JO,Seeking information,0.188
2025-03-01,JO,Self-expression,0.089
2025-03-01,JO,Technical help,0.075
2025-03-01,JO,Writing,0.252
2025-03-01,JP,Multimedia,0.040
2025-03-01,JP,Other/Unknown,0.043
2025-03-01,JP,Practical Guidance,0.230
2025-03-01,JP,Seeking information,0.157
2025-03-01,JP,Self-expression,0.116
2025-03-01,JP,Technical help,0.089
2025-03-01,JP,Writing,0.326
2025-03-01,KE,Multimedia,0.030
2025-03-01,KE,Other/Unknown,0.050
2025-03-01,KE,Practical Guidance,0.317
2025-03-01,KE,Seeking information,0.197
2025-03-01,KE,Self-expression,0.079
2025-03-01,KE,Technical help,0.076
2025-03-01,KE,Writing,0.251
2025-03-01,KG,Multimedia,0.054
2025-03-01,KG,Other/Unknown,0.051
2025-03-01,KG,Practical Guidance,0.297
2025-03-01,KG,Seeking information,0.219
2025-03-01,KG,Self-expression,0.084
2025-03-01,KG,Technical help,0.042
2025-03-01,KG,Writing,0.254
2025-03-01,KH,Multimedia,0.051
2025-03-01,KH,Other/Unknown,0.060
2025-03-01,KH,Practical Guidance,0.240
2025-03-01,KH,Seeking information,0.141
2025-03-01,KH,Self-expression,0.070
2025-03-01,KH,Technical help,0.064
2025-03-01,KH,Writing,0.376
2025-03-01,KR,Multimedia,0.059
2025-03-01,KR,Other/Unknown,0.056
2025-03-01,KR,Practical Guidance,0.251
2025-03-01,KR,Seeking information,0.177
2025-03-01,KR,Self-expression,0.088
2025-03-01,KR,Technical help,0.082
2025-03-01,KR,Writing,0.288
2025-03-01,KW,Multimedia,0.025
2025-03-01,KW,Other/Unknown,0.051
2025-03-01,KW,Practical Guidance,0.266
2025-03-01,KW,Seeking information,0.219
2025-03-01,KW,Self-expression,0.095
2025-03-01,KW,Technical help,0.064
2025-03-01,KW,Writing,0.281
2025-03-01,KZ,Multimedia,0.042
2025-03-01,KZ,Other/Unknown,0.068
2025-03-01,KZ,Practical Guidance,0.287
2025-03-01,KZ,Seeking information,0.174
2025-03-01,KZ,Self-expression,0.109
2025-03-01,KZ,Technical help,0.054
2025-03-01,KZ,Writing,0.266
2025-03-01,LB,Multimedia,0.075
2025-03-01,LB,Other/Unknown,0.052
2025-03-01,LB,Practical Guidance,0.312
2025-03-01,LB,Seeking information,0.179
2025-03-01,LB,Self-expression,0.098
2025-03-01,LB,Technical help,0.041
2025-03-01,LB,Writing,0.243
2025-03-01,LK,Multimedia,0.055
2025-03-01,LK,Other/Unknown,0.049
2025-03-01,LK,Practical Guidance,0.266
2025-03-01,LK,Seeking information,0.153
2025-03-01,LK,Self-expression,0.042
2025-03-01,LK,Technical help,0.109
2025-03-01,LK,Writing,0.327
2025-03-01,LT,Multimedia,0.023
2025-03-01,LT,Other/Unknown,0.038
2025-03-01,LT,Practical Guidance,0.300
2025-03-01,LT,Seeking information,0.218
2025-03-01,LT,Self-expression,0.093
2025-03-01,LT,Technical help,0.079
2025-03-01,LT,Writing,0.248
2025-03-01,LU,Multimedia,0.084
2025-03-01,LU,Other/Unknown,0.079
2025-03-01,LU,Practical Guidance,0.255
2025-03-01,LU,Seeking information,0.164
2025-03-01,LU,Self-expression,0.055
2025-03-01,LU,Technical help,0.034
2025-03-01,LU,Writing,0.328
2025-03-01,LV,Multimedia,0.019
2025-03-01,LV,Other/Unknown,0.039
2025-03-01,LV,Practical Guidance,0.312
2025-03-01,LV,Seeking information,0.197
2025-03-01,LV,Self-expression,0.063
2025-03-01,LV,Technical help,0.099
2025-03-01,LV,Writing,0.272
2025-03-01,LY,Multimedia,0.065
2025-03-01,LY,Other/Unknown,0.062
2025-03-01,LY,Practical Guidance,0.290
2025-03-01,LY,Seeking information,0.198
2025-03-01,LY,Self-expression,0.207
2025-03-01,LY,Technical help,0.004
2025-03-01,LY,Writing,0.176
2025-03-01,MA,Multimedia,0.059
2025-03-01,MA,Other/Unknown,0.062
2025-03-01,MA,Practical Guidance,0.261
2025-03-01,MA,Seeking information,0.166
2025-03-01,MA,Self-expression,0.088
2025-03-01,MA,Technical help,0.055
2025-03-01,MA,Writing,0.308
2025-03-01,MD,Multimedia,0.066
2025-03-01,MD,Other/Unknown,0.037
2025-03-01,MD,Practical Guidance,0.306
2025-03-01,MD,Seeking information,0.171
2025-03-01,MD,Self-expression,0.060
2025-03-01,MD,Technical help,0.082
2025-03-01,MD,Writing,0.278
2025-03-01,ME,Multimedia,0.081
2025-03-01,ME,Other/Unknown,0.052
2025-03-01,ME,Practical Guidance,0.213
2025-03-01,ME,Seeking information,0.182
2025-03-01,ME,Self-expression,0.069
2025-03-01,ME,Technical help,0.129
2025-03-01,ME,Writing,0.274
2025-03-01,MG,Multimedia,0.057
2025-03-01,MG,Other/Unknown,0.030
2025-03-01,MG,Practical Guidance,0.216
2025-03-01,MG,Seeking information,0.151
2025-03-01,MG,Self-expression,0.132
2025-03-01,MG,Technical help,0.081
2025-03-01,MG,Writing,0.332
2025-03-01,MK,Multimedia,0.037
2025-03-01,MK,Other/Unknown,0.030
2025-03-01,MK,Practical Guidance,0.275
2025-03-01,MK,Seeking information,0.215
2025-03-01,MK,Self-expression,0.047
2025-03-01,MK,Technical help,0.132
2025-03-01,MK,Writing,0.263
2025-03-01,MM,Multimedia,0.033
2025-03-01,MM,Other/Unknown,0.097
2025-03-01,MM,Practical Guidance,0.355
2025-03-01,MM,Seeking information,0.131
2025-03-01,MM,Self-expression,0.081
2025-03-01,MM,Technical help,0.044
2025-03-01,MM,Writing,0.258
2025-03-01,MN,Multimedia,0.057
2025-03-01,MN,Other/Unknown,0.086
2025-03-01,MN,Practical Guidance,0.327
2025-03-01,MN,Seeking information,0.202
2025-03-01,MN,Self-expression,0.050
2025-03-01,MN,Technical help,0.073
2025-03-01,MN,Writing,0.206
2025-03-01,MT,Multimedia,0.075
2025-03-01,MT,Other/Unknown,0.052
2025-03-01,MT,Practical Guidance,0.282
2025-03-01,MT,Seeking information,0.165
2025-03-01,MT,Self-expression,0.029
2025-03-01,MT,Technical help,0.081
2025-03-01,MT,Writing,0.315
2025-03-01,MX,Multimedia,0.045
2025-03-01,MX,Other/Unknown,0.034
2025-03-01,MX,Practical Guidance,0.319
2025-03-01,MX,Seeking information,0.193
2025-03-01,MX,Self-expression,0.069
2025-03-01,MX,Technical help,0.078
2025-03-01,MX,Writing,0.261
2025-03-01,MY,Multimedia,0.053
2025-03-01,MY,Other/Unknown,0.041
2025-03-01,MY,Practical Guidance,0.244
2025-03-01,MY,Seeking information,0.161
2025-03-01,MY,Self-expression,0.121
2025-03-01,MY,Technical help,0.053
2025-03-01,MY,Writing,0.326
2025-03-01,MZ,Multimedia,0.054
2025-03-01,MZ,Other/Unknown,0.069
2025-03-01,MZ,Practical Guidance,0.307
2025-03-01,MZ,Seeking information,0.192
2025-03-01,MZ,Self-expression,0.076
2025-03-01,MZ,Technical help,0.033
2025-03-01,MZ,Writing,0.269
2025-03-01,NG,Multimedia,0.036
2025-03-01,NG,Other/Unknown,0.045
2025-03-01,NG,Practical Guidance,0.266
2025-03-01,NG,Seeking information,0.162
2025-03-01,NG,Self-expression,0.078
2025-03-01,NG,Technical help,0.058
2025-03-01,NG,Writing,0.354
2025-03-01,NI,Multimedia,0.072
2025-03-01,NI,Other/Unknown,0.033
2025-03-01,NI,Practical Guidance,0.389
2025-03-01,NI,Seeking information,0.145
2025-03-01,NI,Self-expression,0.081
2025-03-01,NI,Technical help,0.044
2025-03-01,NI,Writing,0.237
2025-03-01,NL,Multimedia,0.037
2025-03-01,NL,Other/Unknown,0.034
2025-03-01,NL,Practical Guidance,0.270
2025-03-01,NL,Seeking information,0.179
2025-03-01,NL,Self-expression,0.066
2025-03-01,NL,Technical help,0.086
2025-03-01,NL,Writing,0.327
2025-03-01,NO,Multimedia,0.050
2025-03-01,NO,Other/Unknown,0.035
2025-03-01,NO,Practical Guidance,0.258
2025-03-01,NO,Seeking information,0.215
2025-03-01,NO,Self-expression,0.072
2025-03-01,NO,Technical help,0.081
2025-03-01,NO,Writing,0.290
2025-03-01,NP,Multimedia,0.047
2025-03-01,NP,Other/Unknown,0.048
2025-03-01,NP,Practical Guidance,0.336
2025-03-01,NP,Seeking information,0.174
2025-03-01,NP,Self-expression,0.057
