month,country,work_related,topic,share_of_messages
2025-01-01,CI,1,Technical help,0.133
2025-01-01,CI,1,Writing,0.382
2025-01-01,CL,0,Multimedia,0.036
2025-01-01,CL,0,Other/Unknown,0.030
2025-01-01,CL,0,Practical Guidance,0.294
2025-01-01,CL,0,Seeking information,0.293
2025-01-01,CL,0,Self-expression,0.140
2025-01-01,CL,0,Technical help,0.043
2025-01-01,CL,0,Writing,0.164
2025-01-01,CL,1,Multimedia,0.032
2025-01-01,CL,1,Other/Unknown,0.027
2025-01-01,CL,1,Practical Guidance,0.229
2025-01-01,CL,1,Seeking information,0.101
2025-01-01,CL,1,Self-expression,0.000
2025-01-01,CL,1,Technical help,0.199
2025-01-01,CL,1,Writing,0.412
2025-01-01,CM,0,Multimedia,0.002
2025-01-01,CM,0,Other/Unknown,0.010
2025-01-01,CM,0,Practical Guidance,0.385
2025-01-01,CM,0,Seeking information,0.269
2025-01-01,CM,0,Self-expression,0.160
2025-01-01,CM,0,Technical help,0.056
2025-01-01,CM,0,Writing,0.117
2025-01-01,CO,0,Multimedia,0.041
2025-01-01,CO,0,Other/Unknown,0.040
2025-01-01,CO,0,Practical Guidance,0.329
2025-01-01,CO,0,Seeking information,0.228
2025-01-01,CO,0,Self-expression,0.090
2025-01-01,CO,0,Technical help,0.047
2025-01-01,CO,0,Writing,0.225
2025-01-01,CO,1,Multimedia,0.042
2025-01-01,CO,1,Other/Unknown,0.028
2025-01-01,CO,1,Practical Guidance,0.250
2025-01-01,CO,1,Seeking information,0.102
2025-01-01,CO,1,Self-expression,0.006
2025-01-01,CO,1,Technical help,0.143
2025-01-01,CO,1,Writing,0.429
2025-01-01,CR,0,Multimedia,0.033
2025-01-01,CR,0,Other/Unknown,0.064
2025-01-01,CR,0,Practical Guidance,0.286
2025-01-01,CR,0,Seeking information,0.259
2025-01-01,CR,0,Self-expression,0.094
2025-01-01,CR,0,Technical help,0.032
2025-01-01,CR,0,Writing,0.232
2025-01-01,CR,1,Multimedia,0.043
2025-01-01,CR,1,Other/Unknown,0.046
2025-01-01,CR,1,Practical Guidance,0.227
2025-01-01,CR,1,Seeking information,0.075
2025-01-01,CR,1,Self-expression,0.004
2025-01-01,CR,1,Technical help,0.065
2025-01-01,CR,1,Writing,0.540
2025-01-01,CY,0,Multimedia,0.078
2025-01-01,CY,0,Other/Unknown,0.050
2025-01-01,CY,0,Practical Guidance,0.309
2025-01-01,CY,0,Seeking information,0.257
2025-01-01,CY,0,Self-expression,0.113
2025-01-01,CY,0,Technical help,0.004
2025-01-01,CY,0,Writing,0.188
2025-01-01,CY,1,Multimedia,0.080
2025-01-01,CY,1,Other/Unknown,0.036
2025-01-01,CY,1,Practical Guidance,0.172
2025-01-01,CY,1,Seeking information,0.147
2025-01-01,CY,1,Self-expression,0.036
2025-01-01,CY,1,Technical help,0.161
2025-01-01,CY,1,Writing,0.368
2025-01-01,CZ,0,Multimedia,0.051
2025-01-01,CZ,0,Other/Unknown,0.053
2025-01-01,CZ,0,Practical Guidance,0.322
2025-01-01,CZ,0,Seeking information,0.293
2025-01-01,CZ,0,Self-expression,0.094
2025-01-01,CZ,0,Technical help,0.038
2025-01-01,CZ,0,Writing,0.148
2025-01-01,CZ,1,Multimedia,0.052
2025-01-01,CZ,1,Other/Unknown,0.018
2025-01-01,CZ,1,Practical Guidance,0.217
2025-01-01,CZ,1,Seeking information,0.136
2025-01-01,CZ,1,Self-expression,0.008
2025-01-01,CZ,1,Technical help,0.191
2025-01-01,CZ,1,Writing,0.377
2025-01-01,DE,0,Multimedia,0.047
2025-01-01,DE,0,Other/Unknown,0.050
2025-01-01,DE,0,Practical Guidance,0.288
2025-01-01,DE,0,Seeking information,0.227
2025-01-01,DE,0,Self-expression,0.090
2025-01-01,DE,0,Technical help,0.039
2025-01-01,DE,0,Writing,0.260
2025-01-01,DE,1,Multimedia,0.038
2025-01-01,DE,1,Other/Unknown,0.025
2025-01-01,DE,1,Practical Guidance,0.236
2025-01-01,DE,1,Seeking information,0.126
2025-01-01,DE,1,Self-expression,0.011
2025-01-01,DE,1,Technical help,0.146
2025-01-01,DE,1,Writing,0.417
2025-01-01,DK,0,Multimedia,0.031
2025-01-01,DK,0,Other/Unknown,0.041
2025-01-01,DK,0,Practical Guidance,0.321
2025-01-01,DK,0,Seeking information,0.274
2025-01-01,DK,0,Self-expression,0.048
2025-01-01,DK,0,Technical help,0.049
2025-01-01,DK,0,Writing,0.236
2025-01-01,DK,1,Multimedia,0.031
2025-01-01,DK,1,Other/Unknown,0.024
2025-01-01,DK,1,Practical Guidance,0.220
2025-01-01,DK,1,Seeking information,0.106
2025-01-01,DK,1,Self-expression,0.004
2025-01-01,DK,1,Technical help,0.124
2025-01-01,DK,1,Writing,0.491
2025-01-01,DO,0,Multimedia,0.024
2025-01-01,DO,0,Other/Unknown,0.057
2025-01-01,DO,0,Practical Guidance,0.309
2025-01-01,DO,0,Seeking information,0.250
2025-01-01,DO,0,Self-expression,0.084
2025-01-01,DO,0,Technical help,0.051
2025-01-01,DO,0,Writing,0.225
2025-01-01,DO,1,Multimedia,0.062
2025-01-01,DO,1,Other/Unknown,0.036
2025-01-01,DO,1,Practical Guidance,0.278
2025-01-01,DO,1,Seeking information,0.161
2025-01-01,DO,1,Self-expression,0.000
2025-01-01,DO,1,Technical help,0.103
2025-01-01,DO,1,Writing,0.361
2025-01-01,DZ,0,Multimedia,0.043
2025-01-01,DZ,0,Other/Unknown,0.087
2025-01-01,DZ,0,Practical Guidance,0.282
2025-01-01,DZ,0,Seeking information,0.189
2025-01-01,DZ,0,Self-expression,0.139
2025-01-01,DZ,0,Technical help,0.026
2025-01-01,DZ,0,Writing,0.235
2025-01-01,DZ,1,Multimedia,0.073
2025-01-01,DZ,1,Other/Unknown,0.039
2025-01-01,DZ,1,Practical Guidance,0.283
2025-01-01,DZ,1,Seeking information,0.119
2025-01-01,DZ,1,Self-expression,0.001
2025-01-01,DZ,1,Technical help,0.093
2025-01-01,DZ,1,Writing,0.392
2025-01-01,EC,0,Multimedia,0.040
2025-01-01,EC,0,Other/Unknown,0.028
2025-01-01,EC,0,Practical Guidance,0.386
2025-01-01,EC,0,Seeking information,0.226
2025-01-01,EC,0,Self-expression,0.032
2025-01-01,EC,0,Technical help,0.048
2025-01-01,EC,0,Writing,0.240
2025-01-01,EC,1,Multimedia,0.030
2025-01-01,EC,1,Other/Unknown,0.034
2025-01-01,EC,1,Practical Guidance,0.268
2025-01-01,EC,1,Seeking information,0.147
2025-01-01,EC,1,Self-expression,0.010
2025-01-01,EC,1,Technical help,0.107
2025-01-01,EC,1,Writing,0.404
2025-01-01,EE,0,Multimedia,0.080
2025-01-01,EE,0,Other/Unknown,0.033
2025-01-01,EE,0,Practical Guidance,0.247
2025-01-01,EE,0,Seeking information,0.279
2025-01-01,EE,0,Self-expression,0.102
2025-01-01,EE,0,Technical help,0.005
2025-01-01,EE,0,Writing,0.254
2025-01-01,EE,1,Multimedia,0.028
2025-01-01,EE,1,Other/Unknown,0.000
2025-01-01,EE,1,Practical Guidance,0.237
2025-01-01,EE,1,Seeking information,0.138
2025-01-01,EE,1,Self-expression,0.000
2025-01-01,EE,1,Technical help,0.150
2025-01-01,EE,1,Writing,0.446
2025-01-01,EG,0,Multimedia,0.043
2025-01-01,EG,0,Other/Unknown,0.079
2025-01-01,EG,0,Practical Guidance,0.288
2025-01-01,EG,0,Seeking information,0.200
2025-01-01,EG,0,Self-expression,0.172
2025-01-01,EG,0,Technical help,0.028
2025-01-01,EG,0,Writing,0.191
2025-01-01,EG,1,Multimedia,0.053
2025-01-01,EG,1,Other/Unknown,0.031
2025-01-01,EG,1,Practical Guidance,0.279
2025-01-01,EG,1,Seeking information,0.131
2025-01-01,EG,1,Self-expression,0.016
2025-01-01,EG,1,Technical help,0.146
2025-01-01,EG,1,Writing,0.343
2025-01-01,ES,0,Multimedia,0.041
2025-01-01,ES,0,Other/Unknown,0.042
2025-01-01,ES,0,Practical Guidance,0.339
2025-01-01,ES,0,Seeking information,0.236
2025-01-01,ES,0,Self-expression,0.077
2025-01-01,ES,0,Technical help,0.052
2025-01-01,ES,0,Writing,0.212
2025-01-01,ES,1,Multimedia,0.044
2025-01-01,ES,1,Other/Unknown,0.022
2025-01-01,ES,1,Practical Guidance,0.257
2025-01-01,ES,1,Seeking information,0.135
2025-01-01,ES,1,Self-expression,0.010
2025-01-01,ES,1,Technical help,0.150
2025-01-01,ES,1,Writing,0.382
2025-01-01,ET,0,Multimedia,0.043
2025-01-01,ET,0,Other/Unknown,0.086
2025-01-01,ET,0,Practical Guidance,0.381
2025-01-01,ET,0,Seeking information,0.199
2025-01-01,ET,0,Self-expression,0.085
2025-01-01,ET,0,Technical help,0.064
2025-01-01,ET,0,Writing,0.142
2025-01-01,ET,1,Multimedia,0.018
2025-01-01,ET,1,Other/Unknown,0.025
2025-01-01,ET,1,Practical Guidance,0.364
2025-01-01,ET,1,Seeking information,0.080
2025-01-01,ET,1,Self-expression,0.026
2025-01-01,ET,1,Technical help,0.180
2025-01-01,ET,1,Writing,0.306
2025-01-01,FI,0,Multimedia,0.050
2025-01-01,FI,0,Other/Unknown,0.057
2025-01-01,FI,0,Practical Guidance,0.268
2025-01-01,FI,0,Seeking information,0.231
2025-01-01,FI,0,Self-expression,0.118
2025-01-01,FI,0,Technical help,0.034
2025-01-01,FI,0,Writing,0.241
2025-01-01,FI,1,Multimedia,0.042
2025-01-01,FI,1,Other/Unknown,0.014
2025-01-01,FI,1,Practical Guidance,0.226
2025-01-01,FI,1,Seeking information,0.122
2025-01-01,FI,1,Self-expression,0.010
2025-01-01,FI,1,Technical help,0.189
2025-01-01,FI,1,Writing,0.397
2025-01-01,FR,0,Multimedia,0.051
2025-01-01,FR,0,Other/Unknown,0.048
2025-01-01,FR,0,Practical Guidance,0.284
2025-01-01,FR,0,Seeking information,0.244
2025-01-01,FR,0,Self-expression,0.084
2025-01-01,FR,0,Technical help,0.043
2025-01-01,FR,0,Writing,0.246
2025-01-01,FR,1,Multimedia,0.036
2025-01-01,FR,1,Other/Unknown,0.028
2025-01-01,FR,1,Practical Guidance,0.212
2025-01-01,FR,1,Seeking information,0.110
2025-01-01,FR,1,Self-expression,0.009
2025-01-01,FR,1,Technical help,0.145
2025-01-01,FR,1,Writing,0.461
2025-01-01,GB,0,Multimedia,0.045
2025-01-01,GB,0,Other/Unknown,0.043
2025-01-01,GB,0,Practical Guidance,0.271
2025-01-01,GB,0,Seeking information,0.247
2025-01-01,GB,0,Self-expression,0.100
2025-01-01,GB,0,Technical help,0.048
2025-01-01,GB,0,Writing,0.247
2025-01-01,GB,1,Multimedia,0.027
2025-01-01,GB,1,Other/Unknown,0.021
2025-01-01,GB,1,Practical Guidance,0.220
2025-01-01,GB,1,Seeking information,0.121
2025-01-01,GB,1,Self-expression,0.008
2025-01-01,GB,1,Technical help,0.130
2025-01-01,GB,1,Writing,0.472
2025-01-01,GE,0,Multimedia,0.039
2025-01-01,GE,0,Other/Unknown,0.082
2025-01-01,GE,0,Practical Guidance,0.278
2025-01-01,GE,0,Seeking information,0.227
2025-01-01,GE,0,Self-expression,0.108
2025-01-01,GE,0,Technical help,0.042
2025-01-01,GE,0,Writing,0.224
2025-01-01,GE,1,Multimedia,0.017
2025-01-01,GE,1,Other/Unknown,0.000
2025-01-01,GE,1,Practical Guidance,0.252
2025-01-01,GE,1,Seeking information,0.098
2025-01-01,GE,1,Self-expression,0.018
2025-01-01,GE,1,Technical help,0.253
2025-01-01,GE,1,Writing,0.361
2025-01-01,GH,0,Multimedia,0.020
2025-01-01,GH,0,Other/Unknown,0.070
2025-01-01,GH,0,Practical Guidance,0.282
2025-01-01,GH,0,Seeking information,0.220
2025-01-01,GH,0,Self-expression,0.082
2025-01-01,GH,0,Technical help,0.029
2025-01-01,GH,0,Writing,0.298
2025-01-01,GH,1,Multimedia,0.039
2025-01-01,GH,1,Other/Unknown,0.053
2025-01-01,GH,1,Practical Guidance,0.209
2025-01-01,GH,1,Seeking information,0.141
2025-01-01,GH,1,Self-expression,0.029
2025-01-01,GH,1,Technical help,0.108
2025-01-01,GH,1,Writing,0.421
2025-01-01,GR,0,Multimedia,0.054
2025-01-01,GR,0,Other/Unknown,0.051
2025-01-01,GR,0,Practical Guidance,0.298
2025-01-01,GR,0,Seeking information,0.244
2025-01-01,GR,0,Self-expression,0.125
2025-01-01,GR,0,Technical help,0.051
2025-01-01,GR,0,Writing,0.177
2025-01-01,GR,1,Multimedia,0.038
2025-01-01,GR,1,Other/Unknown,0.038
2025-01-01,GR,1,Practical Guidance,0.255
2025-01-01,GR,1,Seeking information,0.112
2025-01-01,GR,1,Self-expression,0.001
2025-01-01,GR,1,Technical help,0.187
2025-01-01,GR,1,Writing,0.369
2025-01-01,GT,0,Multimedia,0.018
2025-01-01,GT,0,Other/Unknown,0.053
2025-01-01,GT,0,Practical Guidance,0.303
2025-01-01,GT,0,Seeking information,0.258
2025-01-01,GT,0,Self-expression,0.105
2025-01-01,GT,0,Technical help,0.043
2025-01-01,GT,0,Writing,0.219
2025-01-01,GT,1,Multimedia,0.062
2025-01-01,GT,1,Other/Unknown,0.078
2025-01-01,GT,1,Practical Guidance,0.233
2025-01-01,GT,1,Seeking information,0.140
2025-01-01,GT,1,Self-expression,0.019
2025-01-01,GT,1,Technical help,0.106
2025-01-01,GT,1,Writing,0.362
2025-01-01,HN,0,Multimedia,0.032
2025-01-01,HN,0,Other/Unknown,0.043
2025-01-01,HN,0,Practical Guidance,0.321
2025-01-01,HN,0,Seeking information,0.202
2025-01-01,HN,0,Self-expression,0.086
2025-01-01,HN,0,Technical help,0.024
2025-01-01,HN,0,Writing,0.291
2025-01-01,HR,0,Multimedia,0.036
2025-01-01,HR,0,Other/Unknown,0.050
2025-01-01,HR,0,Practical Guidance,0.323
2025-01-01,HR,0,Seeking information,0.325
2025-01-01,HR,0,Self-expression,0.050
2025-01-01,HR,0,Technical help,0.022
2025-01-01,HR,0,Writing,0.195
2025-01-01,HR,1,Multimedia,0.065
2025-01-01,HR,1,Other/Unknown,0.017
2025-01-01,HR,1,Practical Guidance,0.219
2025-01-01,HR,1,Seeking information,0.103
2025-01-01,HR,1,Self-expression,0.018
2025-01-01,HR,1,Technical help,0.160
2025-01-01,HR,1,Writing,0.418
2025-01-01,HT,0,Multimedia,0.020
2025-01-01,HT,0,Other/Unknown,0.105
2025-01-01,HT,0,Practical Guidance,0.290
2025-01-01,HT,0,Seeking information,0.139
2025-01-01,HT,0,Self-expression,0.128
2025-01-01,HT,0,Technical help,0.000
2025-01-01,HT,0,Writing,0.319
2025-01-01,HU,0,Multimedia,0.056
2025-01-01,HU,0,Other/Unknown,0.067
2025-01-01,HU,0,Practical Guidance,0.291
2025-01-01,HU,0,Seeking information,0.280
2025-01-01,HU,0,Self-expression,0.087
2025-01-01,HU,0,Technical help,0.034
2025-01-01,HU,0,Writing,0.184
2025-01-01,HU,1,Multimedia,0.059
2025-01-01,HU,1,Other/Unknown,0.015
2025-01-01,HU,1,Practical Guidance,0.241
2025-01-01,HU,1,Seeking information,0.168
2025-01-01,HU,1,Self-expression,0.002
2025-01-01,HU,1,Technical help,0.175
2025-01-01,HU,1,Writing,0.339
2025-01-01,ID,0,Multimedia,0.024
2025-01-01,ID,0,Other/Unknown,0.045
2025-01-01,ID,0,Practical Guidance,0.308
2025-01-01,ID,0,Seeking information,0.216
2025-01-01,ID,0,Self-expression,0.095
2025-01-01,ID,0,Technical help,0.045
2025-01-01,ID,0,Writing,0.266
2025-01-01,ID,1,Multimedia,0.035
2025-01-01,ID,1,Other/Unknown,0.023
2025-01-01,ID,1,Practical Guidance,0.282
2025-01-01,ID,1,Seeking information,0.131
2025-01-01,ID,1,Self-expression,0.007
2025-01-01,ID,1,Technical help,0.131
2025-01-01,ID,1,Writing,0.391
2025-01-01,IE,0,Multimedia,0.047
2025-01-01,IE,0,Other/Unknown,0.058
2025-01-01,IE,0,Practical Guidance,0.300
2025-01-01,IE,0,Seeking information,0.257
2025-01-01,IE,0,Self-expression,0.077
2025-01-01,IE,0,Technical help,0.046
2025-01-01,IE,0,Writing,0.215
2025-01-01,IE,1,Multimedia,0.032
2025-01-01,IE,1,Other/Unknown,0.032
2025-01-01,IE,1,Practical Guidance,0.189
2025-01-01,IE,1,Seeking information,0.134
2025-01-01,IE,1,Self-expression,0.037
2025-01-01,IE,1,Technical help,0.158
2025-01-01,IE,1,Writing,0.417
2025-01-01,IL,0,Multimedia,0.057
2025-01-01,IL,0,Other/Unknown,0.052
2025-01-01,IL,0,Practical Guidance,0.303
2025-01-01,IL,0,Seeking information,0.258
2025-01-01,IL,0,Self-expression,0.126
2025-01-01,IL,0,Technical help,0.043
2025-01-01,IL,0,Writing,0.160
2025-01-01,IL,1,Multimedia,0.060
2025-01-01,IL,1,Other/Unknown,0.035
2025-01-01,IL,1,Practical Guidance,0.214
2025-01-01,IL,1,Seeking information,0.104
2025-01-01,IL,1,Self-expression,0.013
2025-01-01,IL,1,Technical help,0.232
2025-01-01,IL,1,Writing,0.343
2025-01-01,IN,0,Multimedia,0.045
2025-01-01,IN,0,Other/Unknown,0.055
2025-01-01,IN,0,Practical Guidance,0.332
2025-01-01,IN,0,Seeking information,0.206
2025-01-01,IN,0,Self-expression,0.065
2025-01-01,IN,0,Technical help,0.076
2025-01-01,IN,0,Writing,0.220
2025-01-01,IN,1,Multimedia,0.029
2025-01-01,IN,1,Other/Unknown,0.026
2025-01-01,IN,1,Practical Guidance,0.250
2025-01-01,IN,1,Seeking information,0.110
2025-01-01,IN,1,Self-expression,0.005
2025-01-01,IN,1,Technical help,0.255
2025-01-01,IN,1,Writing,0.324
2025-01-01,IQ,0,Multimedia,0.052
2025-01-01,IQ,0,Other/Unknown,0.078
2025-01-01,IQ,0,Practical Guidance,0.260
2025-01-01,IQ,0,Seeking information,0.205
2025-01-01,IQ,0,Self-expression,0.192
2025-01-01,IQ,0,Technical help,0.034
2025-01-01,IQ,0,Writing,0.178
2025-01-01,IQ,1,Multimedia,0.105
2025-01-01,IQ,1,Other/Unknown,0.057
2025-01-01,IQ,1,Practical Guidance,0.230
2025-01-01,IQ,1,Seeking information,0.103
2025-01-01,IQ,1,Self-expression,0.032
2025-01-01,IQ,1,Technical help,0.110
2025-01-01,IQ,1,Writing,0.363
2025-01-01,IT,0,Multimedia,0.044
2025-01-01,IT,0,Other/Unknown,0.043
2025-01-01,IT,0,Practical Guidance,0.322
2025-01-01,IT,0,Seeking information,0.228
2025-01-01,IT,0,Self-expression,0.082
2025-01-01,IT,0,Technical help,0.059
2025-01-01,IT,0,Writing,0.221
2025-01-01,IT,1,Multimedia,0.045
2025-01-01,IT,1,Other/Unknown,0.030
2025-01-01,IT,1,Practical Guidance,0.236
2025-01-01,IT,1,Seeking information,0.113
2025-01-01,IT,1,Self-expression,0.008
2025-01-01,IT,1,Technical help,0.142
2025-01-01,IT,1,Writing,0.427
2025-01-01,JO,0,Multimedia,0.036
2025-01-01,JO,0,Other/Unknown,0.072
2025-01-01,JO,0,Practical Guidance,0.331
2025-01-01,JO,0,Seeking information,0.188
2025-01-01,JO,0,Self-expression,0.126
2025-01-01,JO,0,Technical help,0.032
2025-01-01,JO,0,Writing,0.215
2025-01-01,JO,1,Multimedia,0.053
2025-01-01,JO,1,Other/Unknown,0.044
2025-01-01,JO,1,Practical Guidance,0.283
2025-01-01,JO,1,Seeking information,0.087
2025-01-01,JO,1,Self-expression,0.000
2025-01-01,JO,1,Technical help,0.119
2025-01-01,JO,1,Writing,0.414
2025-01-01,JP,0,Multimedia,0.039
2025-01-01,JP,0,Other/Unknown,0.047
2025-01-01,JP,0,Practical Guidance,0.266
2025-01-01,JP,0,Seeking information,0.193
2025-01-01,JP,0,Self-expression,0.128
2025-01-01,JP,0,Technical help,0.037
2025-01-01,JP,0,Writing,0.290
2025-01-01,JP,1,Multimedia,0.023
2025-01-01,JP,1,Other/Unknown,0.032
2025-01-01,JP,1,Practical Guidance,0.230
2025-01-01,JP,1,Seeking information,0.108
2025-01-01,JP,1,Self-expression,0.019
2025-01-01,JP,1,Technical help,0.184
2025-01-01,JP,1,Writing,0.403
2025-01-01,KE,0,Multimedia,0.025
2025-01-01,KE,0,Other/Unknown,0.054
2025-01-01,KE,0,Practical Guidance,0.351
2025-01-01,KE,0,Seeking information,0.240
2025-01-01,KE,0,Self-expression,0.091
2025-01-01,KE,0,Technical help,0.058
2025-01-01,KE,0,Writing,0.181
2025-01-01,KE,1,Multimedia,0.026
2025-01-01,KE,1,Other/Unknown,0.041
2025-01-01,KE,1,Practical Guidance,0.314
2025-01-01,KE,1,Seeking information,0.122
2025-01-01,KE,1,Self-expression,0.000
2025-01-01,KE,1,Technical help,0.092
2025-01-01,KE,1,Writing,0.406
2025-01-01,KG,0,Multimedia,0.032
2025-01-01,KG,0,Other/Unknown,0.087
2025-01-01,KG,0,Practical Guidance,0.310
2025-01-01,KG,0,Seeking information,0.226
2025-01-01,KG,0,Self-expression,0.113
2025-01-01,KG,0,Technical help,0.017
2025-01-01,KG,0,Writing,0.215
2025-01-01,KG,1,Multimedia,0.106
2025-01-01,KG,1,Other/Unknown,0.017
2025-01-01,KG,1,Practical Guidance,0.309
2025-01-01,KG,1,Seeking information,0.136
2025-01-01,KG,1,Self-expression,0.000
2025-01-01,KG,1,Technical help,0.152
2025-01-01,KG,1,Writing,0.281
2025-01-01,KH,0,Multimedia,0.018
2025-01-01,KH,0,Other/Unknown,0.051
2025-01-01,KH,0,Practical Guidance,0.188
2025-01-01,KH,0,Seeking information,0.183
2025-01-01,KH,0,Self-expression,0.076
2025-01-01,KH,0,Technical help,0.024
2025-01-01,KH,0,Writing,0.460
2025-01-01,KH,1,Multimedia,0.087
2025-01-01,KH,1,Other/Unknown,0.048
2025-01-01,KH,1,Practical Guidance,0.156
2025-01-01,KH,1,Seeking information,0.080
2025-01-01,KH,1,Self-expression,0.007
2025-01-01,KH,1,Technical help,0.155
2025-01-01,KH,1,Writing,0.466
2025-01-01,KR,0,Multimedia,0.048
2025-01-01,KR,0,Other/Unknown,0.052
2025-01-01,KR,0,Practical Guidance,0.251
2025-01-01,KR,0,Seeking information,0.232
2025-01-01,KR,0,Self-expression,0.097
2025-01-01,KR,0,Technical help,0.041
2025-01-01,KR,0,Writing,0.279
2025-01-01,KR,1,Multimedia,0.030
2025-01-01,KR,1,Other/Unknown,0.026
2025-01-01,KR,1,Practical Guidance,0.204
2025-01-01,KR,1,Seeking information,0.115
2025-01-01,KR,1,Self-expression,0.017
2025-01-01,KR,1,Technical help,0.208
2025-01-01,KR,1,Writing,0.399
2025-01-01,KW,0,Multimedia,0.055
2025-01-01,KW,0,Other/Unknown,0.087
2025-01-01,KW,0,Practical Guidance,0.261
2025-01-01,KW,0,Seeking information,0.198
2025-01-01,KW,0,Self-expression,0.115
2025-01-01,KW,0,Technical help,0.041
2025-01-01,KW,0,Writing,0.242
2025-01-01,KZ,0,Multimedia,0.039
2025-01-01,KZ,0,Other/Unknown,0.071
2025-01-01,KZ,0,Practical Guidance,0.282
2025-01-01,KZ,0,Seeking information,0.198
2025-01-01,KZ,0,Self-expression,0.093
2025-01-01,KZ,0,Technical help,0.066
2025-01-01,KZ,0,Writing,0.252
2025-01-01,KZ,1,Multimedia,0.060
2025-01-01,KZ,1,Other/Unknown,0.046
2025-01-01,KZ,1,Practical Guidance,0.285
2025-01-01,KZ,1,Seeking information,0.114
2025-01-01,KZ,1,Self-expression,0.006
2025-01-01,KZ,1,Technical help,0.141
2025-01-01,KZ,1,Writing,0.348
2025-01-01,LB,0,Multimedia,0.039
2025-01-01,LB,0,Other/Unknown,0.080
2025-01-01,LB,0,Practical Guidance,0.335
2025-01-01,LB,0,Seeking information,0.171
2025-01-01,LB,0,Self-expression,0.097
2025-01-01,LB,0,Technical help,0.033
2025-01-01,LB,0,Writing,0.245
2025-01-01,LB,1,Multimedia,0.058
2025-01-01,LB,1,Other/Unknown,0.027
2025-01-01,LB,1,Practical Guidance,0.277
2025-01-01,LB,1,Seeking information,0.095
2025-01-01,LB,1,Self-expression,0.024
2025-01-01,LB,1,Technical help,0.117
2025-01-01,LB,1,Writing,0.402
2025-01-01,LK,0,Multimedia,0.043
2025-01-01,LK,0,Other/Unknown,0.049
2025-01-01,LK,0,Practical Guidance,0.296
2025-01-01,LK,0,Seeking information,0.187
2025-01-01,LK,0,Self-expression,0.099
2025-01-01,LK,0,Technical help,0.056
2025-01-01,LK,0,Writing,0.270
2025-01-01,LK,1,Multimedia,0.032
2025-01-01,LK,1,Other/Unknown,0.020
2025-01-01,LK,1,Practical Guidance,0.245
2025-01-01,LK,1,Seeking information,0.121
2025-01-01,LK,1,Self-expression,0.004
2025-01-01,LK,1,Technical help,0.188
2025-01-01,LK,1,Writing,0.390
2025-01-01,LT,0,Multimedia,0.034
2025-01-01,LT,0,Other/Unknown,0.042
2025-01-01,LT,0,Practical Guidance,0.287
2025-01-01,LT,0,Seeking information,0.308
2025-01-01,LT,0,Self-expression,0.074
2025-01-01,LT,0,Technical help,0.039
2025-01-01,LT,0,Writing,0.217
2025-01-01,LT,1,Multimedia,0.037
2025-01-01,LT,1,Other/Unknown,0.031
2025-01-01,LT,1,Practical Guidance,0.227
2025-01-01,LT,1,Seeking information,0.123
2025-01-01,LT,1,Self-expression,0.000
2025-01-01,LT,1,Technical help,0.201
2025-01-01,LT,1,Writing,0.380
2025-01-01,LV,0,Multimedia,0.019
2025-01-01,LV,0,Other/Unknown,0.056
2025-01-01,LV,0,Practical Guidance,0.315
2025-01-01,LV,0,Seeking information,0.208
2025-01-01,LV,0,Self-expression,0.094
2025-01-01,LV,0,Technical help,0.097
2025-01-01,LV,0,Writing,0.210
2025-01-01,LV,1,Multimedia,0.019
2025-01-01,LV,1,Other/Unknown,0.034
2025-01-01,LV,1,Practical Guidance,0.221
2025-01-01,LV,1,Seeking information,0.109
2025-01-01,LV,1,Self-expression,0.000
2025-01-01,LV,1,Technical help,0.258
2025-01-01,LV,1,Writing,0.360
2025-01-01,LY,0,Multimedia,0.036
2025-01-01,LY,0,Other/Unknown,0.108
2025-01-01,LY,0,Practical Guidance,0.317
2025-01-01,LY,0,Seeking information,0.105
2025-01-01,LY,0,Self-expression,0.203
2025-01-01,LY,0,Technical help,0.029
2025-01-01,LY,0,Writing,0.201
