month,country,topic,typical_name_gender,share_of_messages
2024-11-01,PL,Seeking information,feminine,0.447
2024-11-01,PL,Seeking information,masculine,0.553
2024-11-01,PL,Self-expression,feminine,0.544
2024-11-01,PL,Self-expression,masculine,0.456
2024-11-01,PL,Technical help,feminine,0.277
2024-11-01,PL,Technical help,masculine,0.723
2024-11-01,PL,Writing,feminine,0.542
2024-11-01,PL,Writing,masculine,0.458
2024-11-01,PT,Practical Guidance,feminine,0.529
2024-11-01,PT,Practical Guidance,masculine,0.471
2024-11-01,PT,Seeking information,feminine,0.426
2024-11-01,PT,Seeking information,masculine,0.574
2024-11-01,PT,Technical help,feminine,0.279
2024-11-01,PT,Technical help,masculine,0.721
2024-11-01,PT,Writing,feminine,0.587
2024-11-01,PT,Writing,masculine,0.413
2024-11-01,RO,Practical Guidance,feminine,0.601
2024-11-01,RO,Practical Guidance,masculine,0.399
2024-11-01,RO,Seeking information,feminine,0.471
2024-11-01,RO,Seeking information,masculine,0.529
2024-11-01,RO,Technical help,feminine,0.393
2024-11-01,RO,Technical help,masculine,0.607
2024-11-01,RO,Writing,feminine,0.585
2024-11-01,RO,Writing,masculine,0.415
2024-11-01,SA,Practical Guidance,feminine,0.434
2024-11-01,SA,Practical Guidance,masculine,0.566
2024-11-01,SA,Seeking information,feminine,0.375
2024-11-01,SA,Seeking information,masculine,0.625
2024-11-01,SA,Self-expression,feminine,0.575
2024-11-01,SA,Self-expression,masculine,0.425
2024-11-01,SA,Writing,feminine,0.466
2024-11-01,SA,Writing,masculine,0.534
2024-11-01,SE,Practical Guidance,feminine,0.499
2024-11-01,SE,Practical Guidance,masculine,0.501
2024-11-01,SE,Seeking information,feminine,0.399
2024-11-01,SE,Seeking information,masculine,0.601
2024-11-01,SE,Technical help,feminine,0.249
2024-11-01,SE,Technical help,masculine,0.751
2024-11-01,SE,Writing,feminine,0.558
2024-11-01,SE,Writing,masculine,0.442
2024-11-01,SG,Practical Guidance,feminine,0.398
2024-11-01,SG,Practical Guidance,masculine,0.602
2024-11-01,SG,Seeking information,feminine,0.379
2024-11-01,SG,Seeking information,masculine,0.621
2024-11-01,SG,Technical help,feminine,0.303
2024-11-01,SG,Technical help,masculine,0.697
2024-11-01,SG,Writing,feminine,0.509
2024-11-01,SG,Writing,masculine,0.491
2024-11-01,SK,Practical Guidance,feminine,0.430
2024-11-01,SK,Practical Guidance,masculine,0.570
2024-11-01,SK,Writing,feminine,0.507
2024-11-01,SK,Writing,masculine,0.493
2024-11-01,TH,Practical Guidance,feminine,0.402
2024-11-01,TH,Practical Guidance,masculine,0.598
2024-11-01,TH,Seeking information,feminine,0.349
2024-11-01,TH,Seeking information,masculine,0.651
2024-11-01,TH,Writing,feminine,0.518
2024-11-01,TH,Writing,masculine,0.482
2024-11-01,TN,Practical Guidance,feminine,0.433
2024-11-01,TN,Practical Guidance,masculine,0.567
2024-11-01,TN,Writing,feminine,0.651
2024-11-01,TN,Writing,masculine,0.349
2024-11-01,TR,Multimedia,feminine,0.361
2024-11-01,TR,Multimedia,masculine,0.639
2024-11-01,TR,Other/Unknown,feminine,0.364
2024-11-01,TR,Other/Unknown,masculine,0.636
2024-11-01,TR,Practical Guidance,feminine,0.443
2024-11-01,TR,Practical Guidance,masculine,0.557
2024-11-01,TR,Seeking information,feminine,0.416
2024-11-01,TR,Seeking information,masculine,0.584
2024-11-01,TR,Self-expression,feminine,0.500
2024-11-01,TR,Self-expression,masculine,0.500
2024-11-01,TR,Technical help,feminine,0.252
2024-11-01,TR,Technical help,masculine,0.748
2024-11-01,TR,Writing,feminine,0.439
2024-11-01,TR,Writing,masculine,0.561
2024-11-01,TW,Practical Guidance,feminine,0.423
2024-11-01,TW,Practical Guidance,masculine,0.577
2024-11-01,TW,Seeking information,feminine,0.373
2024-11-01,TW,Seeking information,masculine,0.627
2024-11-01,TW,Technical help,feminine,0.325
2024-11-01,TW,Technical help,masculine,0.675
2024-11-01,TW,Writing,feminine,0.514
2024-11-01,TW,Writing,masculine,0.486
2024-11-01,UA,Practical Guidance,feminine,0.547
2024-11-01,UA,Practical Guidance,masculine,0.453
2024-11-01,UA,Seeking information,feminine,0.485
2024-11-01,UA,Seeking information,masculine,0.515
2024-11-01,UA,Self-expression,feminine,0.572
2024-11-01,UA,Self-expression,masculine,0.428
2024-11-01,UA,Technical help,feminine,0.272
2024-11-01,UA,Technical help,masculine,0.728
2024-11-01,UA,Writing,feminine,0.575
2024-11-01,UA,Writing,masculine,0.425
2024-11-01,US,Multimedia,feminine,0.351
2024-11-01,US,Multimedia,masculine,0.649
2024-11-01,US,Other/Unknown,feminine,0.367
2024-11-01,US,Other/Unknown,masculine,0.633
2024-11-01,US,Practical Guidance,feminine,0.453
2024-11-01,US,Practical Guidance,masculine,0.547
2024-11-01,US,Seeking information,feminine,0.400
2024-11-01,US,Seeking information,masculine,0.600
2024-11-01,US,Self-expression,feminine,0.476
2024-11-01,US,Self-expression,masculine,0.524
2024-11-01,US,Technical help,feminine,0.319
2024-11-01,US,Technical help,masculine,0.681
2024-11-01,US,Writing,feminine,0.514
2024-11-01,US,Writing,masculine,0.486
2024-11-01,UY,Practical Guidance,feminine,0.548
2024-11-01,UY,Practical Guidance,masculine,0.452
2024-11-01,UY,Writing,feminine,0.615
2024-11-01,UY,Writing,masculine,0.385
2024-11-01,UZ,Practical Guidance,feminine,0.480
2024-11-01,UZ,Practical Guidance,masculine,0.520
2024-11-01,UZ,Writing,feminine,0.383
2024-11-01,UZ,Writing,masculine,0.617
2024-11-01,VN,Practical Guidance,feminine,0.509
2024-11-01,VN,Practical Guidance,masculine,0.491
2024-11-01,VN,Seeking information,feminine,0.500
2024-11-01,VN,Seeking information,masculine,0.500
2024-11-01,VN,Technical help,feminine,0.322
2024-11-01,VN,Technical help,masculine,0.678
2024-11-01,VN,Writing,feminine,0.536
2024-11-01,VN,Writing,masculine,0.464
2024-11-01,ZA,Practical Guidance,feminine,0.485
2024-11-01,ZA,Practical Guidance,masculine,0.515
2024-11-01,ZA,Seeking information,feminine,0.454
2024-11-01,ZA,Seeking information,masculine,0.546
2024-11-01,ZA,Writing,feminine,0.543
2024-11-01,ZA,Writing,masculine,0.457
2024-12-01,AE,Practical Guidance,feminine,0.484
2024-12-01,AE,Practical Guidance,masculine,0.516
2024-12-01,AE,Seeking information,feminine,0.385
2024-12-01,AE,Seeking information,masculine,0.615
2024-12-01,AE,Writing,feminine,0.481
2024-12-01,AE,Writing,masculine,0.519
2024-12-01,AR,Practical Guidance,feminine,0.458
2024-12-01,AR,Practical Guidance,masculine,0.542
2024-12-01,AR,Seeking information,feminine,0.335
2024-12-01,AR,Seeking information,masculine,0.665
2024-12-01,AR,Self-expression,feminine,0.456
2024-12-01,AR,Self-expression,masculine,0.544
2024-12-01,AR,Technical help,feminine,0.249
2024-12-01,AR,Technical help,masculine,0.751
2024-12-01,AR,Writing,feminine,0.531
2024-12-01,AR,Writing,masculine,0.469
2024-12-01,AT,Practical Guidance,feminine,0.514
2024-12-01,AT,Practical Guidance,masculine,0.486
2024-12-01,AT,Seeking information,feminine,0.402
2024-12-01,AT,Seeking information,masculine,0.598
2024-12-01,AT,Writing,feminine,0.528
2024-12-01,AT,Writing,masculine,0.472
2024-12-01,AU,Practical Guidance,feminine,0.431
2024-12-01,AU,Practical Guidance,masculine,0.569
2024-12-01,AU,Seeking information,feminine,0.438
2024-12-01,AU,Seeking information,masculine,0.562
2024-12-01,AU,Self-expression,feminine,0.589
2024-12-01,AU,Self-expression,masculine,0.411
2024-12-01,AU,Technical help,feminine,0.221
2024-12-01,AU,Technical help,masculine,0.779
2024-12-01,AU,Writing,feminine,0.556
2024-12-01,AU,Writing,masculine,0.444
2024-12-01,AZ,Practical Guidance,feminine,0.480
2024-12-01,AZ,Practical Guidance,masculine,0.520
2024-12-01,BD,Practical Guidance,feminine,0.377
2024-12-01,BD,Practical Guidance,masculine,0.623
2024-12-01,BD,Seeking information,feminine,0.365
2024-12-01,BD,Seeking information,masculine,0.635
2024-12-01,BD,Self-expression,feminine,0.425
2024-12-01,BD,Self-expression,masculine,0.575
2024-12-01,BD,Technical help,feminine,0.305
2024-12-01,BD,Technical help,masculine,0.695
2024-12-01,BD,Writing,feminine,0.369
2024-12-01,BD,Writing,masculine,0.631
2024-12-01,BE,Practical Guidance,feminine,0.491
2024-12-01,BE,Practical Guidance,masculine,0.509
2024-12-01,BE,Seeking information,feminine,0.428
2024-12-01,BE,Seeking information,masculine,0.572
2024-12-01,BE,Technical help,feminine,0.244
2024-12-01,BE,Technical help,masculine,0.756
2024-12-01,BE,Writing,feminine,0.595
2024-12-01,BE,Writing,masculine,0.405
2024-12-01,BG,Practical Guidance,feminine,0.377
2024-12-01,BG,Practical Guidance,masculine,0.623
2024-12-01,BG,Seeking information,feminine,0.455
2024-12-01,BG,Seeking information,masculine,0.545
2024-12-01,BG,Writing,feminine,0.454
2024-12-01,BG,Writing,masculine,0.546
2024-12-01,BO,Practical Guidance,feminine,0.513
2024-12-01,BO,Practical Guidance,masculine,0.487
2024-12-01,BO,Writing,feminine,0.572
2024-12-01,BO,Writing,masculine,0.428
2024-12-01,BR,Multimedia,feminine,0.409
2024-12-01,BR,Multimedia,masculine,0.591
2024-12-01,BR,Other/Unknown,feminine,0.454
2024-12-01,BR,Other/Unknown,masculine,0.546
2024-12-01,BR,Practical Guidance,feminine,0.489
2024-12-01,BR,Practical Guidance,masculine,0.511
2024-12-01,BR,Seeking information,feminine,0.423
2024-12-01,BR,Seeking information,masculine,0.577
2024-12-01,BR,Self-expression,feminine,0.566
2024-12-01,BR,Self-expression,masculine,0.434
2024-12-01,BR,Technical help,feminine,0.263
2024-12-01,BR,Technical help,masculine,0.737
2024-12-01,BR,Writing,feminine,0.571
2024-12-01,BR,Writing,masculine,0.429
2024-12-01,CA,Multimedia,feminine,0.357
2024-12-01,CA,Multimedia,masculine,0.643
2024-12-01,CA,Other/Unknown,feminine,0.367
2024-12-01,CA,Other/Unknown,masculine,0.633
2024-12-01,CA,Practical Guidance,feminine,0.483
2024-12-01,CA,Practical Guidance,masculine,0.517
2024-12-01,CA,Seeking information,feminine,0.390
2024-12-01,CA,Seeking information,masculine,0.610
2024-12-01,CA,Self-expression,feminine,0.477
2024-12-01,CA,Self-expression,masculine,0.523
2024-12-01,CA,Technical help,feminine,0.277
2024-12-01,CA,Technical help,masculine,0.723
2024-12-01,CA,Writing,feminine,0.556
2024-12-01,CA,Writing,masculine,0.444
2024-12-01,CH,Practical Guidance,feminine,0.479
2024-12-01,CH,Practical Guidance,masculine,0.521
2024-12-01,CH,Seeking information,feminine,0.402
2024-12-01,CH,Seeking information,masculine,0.598
2024-12-01,CH,Technical help,feminine,0.240
2024-12-01,CH,Technical help,masculine,0.760
2024-12-01,CH,Writing,feminine,0.545
2024-12-01,CH,Writing,masculine,0.455
2024-12-01,CL,Practical Guidance,feminine,0.415
2024-12-01,CL,Practical Guidance,masculine,0.585
2024-12-01,CL,Seeking information,feminine,0.375
2024-12-01,CL,Seeking information,masculine,0.625
2024-12-01,CL,Self-expression,feminine,0.397
2024-12-01,CL,Self-expression,masculine,0.603
2024-12-01,CL,Technical help,feminine,0.257
2024-12-01,CL,Technical help,masculine,0.743
2024-12-01,CL,Writing,feminine,0.482
2024-12-01,CL,Writing,masculine,0.518
2024-12-01,CO,Practical Guidance,feminine,0.472
2024-12-01,CO,Practical Guidance,masculine,0.528
2024-12-01,CO,Seeking information,feminine,0.451
2024-12-01,CO,Seeking information,masculine,0.549
2024-12-01,CO,Self-expression,feminine,0.428
2024-12-01,CO,Self-expression,masculine,0.572
2024-12-01,CO,Technical help,feminine,0.210
2024-12-01,CO,Technical help,masculine,0.790
2024-12-01,CO,Writing,feminine,0.544
2024-12-01,CO,Writing,masculine,0.456
2024-12-01,CZ,Practical Guidance,feminine,0.460
2024-12-01,CZ,Practical Guidance,masculine,0.540
2024-12-01,CZ,Seeking information,feminine,0.395
2024-12-01,CZ,Seeking information,masculine,0.605
2024-12-01,CZ,Writing,feminine,0.579
2024-12-01,CZ,Writing,masculine,0.421
2024-12-01,DE,Multimedia,feminine,0.367
2024-12-01,DE,Multimedia,masculine,0.633
2024-12-01,DE,Other/Unknown,feminine,0.432
2024-12-01,DE,Other/Unknown,masculine,0.568
2024-12-01,DE,Practical Guidance,feminine,0.447
2024-12-01,DE,Practical Guidance,masculine,0.553
2024-12-01,DE,Seeking information,feminine,0.362
2024-12-01,DE,Seeking information,masculine,0.638
2024-12-01,DE,Self-expression,feminine,0.502
2024-12-01,DE,Self-expression,masculine,0.498
2024-12-01,DE,Technical help,feminine,0.260
2024-12-01,DE,Technical help,masculine,0.740
2024-12-01,DE,Writing,feminine,0.518
2024-12-01,DE,Writing,masculine,0.482
2024-12-01,DK,Practical Guidance,feminine,0.515
2024-12-01,DK,Practical Guidance,masculine,0.485
2024-12-01,DK,Seeking information,feminine,0.398
2024-12-01,DK,Seeking information,masculine,0.602
2024-12-01,DK,Writing,feminine,0.550
2024-12-01,DK,Writing,masculine,0.450
2024-12-01,DO,Practical Guidance,feminine,0.589
2024-12-01,DO,Practical Guidance,masculine,0.411
2024-12-01,DO,Seeking information,feminine,0.504
2024-12-01,DO,Seeking information,masculine,0.496
2024-12-01,DO,Writing,feminine,0.598
2024-12-01,DO,Writing,masculine,0.402
2024-12-01,DZ,Other/Unknown,feminine,0.498
2024-12-01,DZ,Other/Unknown,masculine,0.502
2024-12-01,DZ,Practical Guidance,feminine,0.604
2024-12-01,DZ,Practical Guidance,masculine,0.396
2024-12-01,DZ,Seeking information,feminine,0.508
2024-12-01,DZ,Seeking information,masculine,0.492
2024-12-01,DZ,Self-expression,feminine,0.679
2024-12-01,DZ,Self-expression,masculine,0.321
2024-12-01,DZ,Writing,feminine,0.652
2024-12-01,DZ,Writing,masculine,0.348
2024-12-01,EC,Practical Guidance,feminine,0.538
2024-12-01,EC,Practical Guidance,masculine,0.462
2024-12-01,EC,Seeking information,feminine,0.521
2024-12-01,EC,Seeking information,masculine,0.479
2024-12-01,EC,Writing,feminine,0.575
2024-12-01,EC,Writing,masculine,0.425
2024-12-01,EG,Multimedia,feminine,0.434
2024-12-01,EG,Multimedia,masculine,0.566
2024-12-01,EG,Other/Unknown,feminine,0.465
2024-12-01,EG,Other/Unknown,masculine,0.535
2024-12-01,EG,Practical Guidance,feminine,0.471
2024-12-01,EG,Practical Guidance,masculine,0.529
2024-12-01,EG,Seeking information,feminine,0.394
2024-12-01,EG,Seeking information,masculine,0.606
2024-12-01,EG,Self-expression,feminine,0.584
2024-12-01,EG,Self-expression,masculine,0.416
2024-12-01,EG,Technical help,feminine,0.267
2024-12-01,EG,Technical help,masculine,0.733
2024-12-01,EG,Writing,feminine,0.482
2024-12-01,EG,Writing,masculine,0.518
2024-12-01,ES,Multimedia,feminine,0.456
2024-12-01,ES,Multimedia,masculine,0.544
2024-12-01,ES,Other/Unknown,feminine,0.474
2024-12-01,ES,Other/Unknown,masculine,0.526
2024-12-01,ES,Practical Guidance,feminine,0.524
2024-12-01,ES,Practical Guidance,masculine,0.476
2024-12-01,ES,Seeking information,feminine,0.447
2024-12-01,ES,Seeking information,masculine,0.553
2024-12-01,ES,Self-expression,feminine,0.602
2024-12-01,ES,Self-expression,masculine,0.398
2024-12-01,ES,Technical help,feminine,0.314
2024-12-01,ES,Technical help,masculine,0.686
2024-12-01,ES,Writing,feminine,0.592
2024-12-01,ES,Writing,masculine,0.408
2024-12-01,FI,Practical Guidance,feminine,0.487
2024-12-01,FI,Practical Guidance,masculine,0.513
2024-12-01,FI,Seeking information,feminine,0.366
2024-12-01,FI,Seeking information,masculine,0.634
2024-12-01,FI,Writing,feminine,0.551
2024-12-01,FI,Writing,masculine,0.449
2024-12-01,FR,Multimedia,feminine,0.417
2024-12-01,FR,Multimedia,masculine,0.583
2024-12-01,FR,Other/Unknown,feminine,0.464
2024-12-01,FR,Other/Unknown,masculine,0.536
2024-12-01,FR,Practical Guidance,feminine,0.492
2024-12-01,FR,Practical Guidance,masculine,0.508
2024-12-01,FR,Seeking information,feminine,0.455
2024-12-01,FR,Seeking information,masculine,0.545
2024-12-01,FR,Self-expression,feminine,0.552
2024-12-01,FR,Self-expression,masculine,0.448
2024-12-01,FR,Technical help,feminine,0.255
2024-12-01,FR,Technical help,masculine,0.745
2024-12-01,FR,Writing,feminine,0.552
2024-12-01,FR,Writing,masculine,0.448
2024-12-01,GB,Multimedia,feminine,0.332
2024-12-01,GB,Multimedia,masculine,0.668
2024-12-01,GB,Other/Unknown,feminine,0.353
2024-12-01,GB,Other/Unknown,masculine,0.647
2024-12-01,GB,Practical Guidance,feminine,0.429
2024-12-01,GB,Practical Guidance,masculine,0.571
2024-12-01,GB,Seeking information,feminine,0.340
2024-12-01,GB,Seeking information,masculine,0.660
2024-12-01,GB,Self-expression,feminine,0.557
2024-12-01,GB,Self-expression,masculine,0.443
2024-12-01,GB,Technical help,feminine,0.261
2024-12-01,GB,Technical help,masculine,0.739
2024-12-01,GB,Writing,feminine,0.517
2024-12-01,GB,Writing,masculine,0.483
2024-12-01,GE,Writing,feminine,0.570
2024-12-01,GE,Writing,masculine,0.430
2024-12-01,GH,Writing,feminine,0.280
2024-12-01,GH,Writing,masculine,0.720
2024-12-01,GR,Practical Guidance,feminine,0.415
2024-12-01,GR,Practical Guidance,masculine,0.585
2024-12-01,GR,Seeking information,feminine,0.494
2024-12-01,GR,Seeking information,masculine,0.506
2024-12-01,GR,Writing,feminine,0.660
2024-12-01,GR,Writing,masculine,0.340
2024-12-01,HU,Practical Guidance,feminine,0.436
2024-12-01,HU,Practical Guidance,masculine,0.564
2024-12-01,HU,Seeking information,feminine,0.430
2024-12-01,HU,Seeking information,masculine,0.570
2024-12-01,HU,Writing,feminine,0.508
2024-12-01,HU,Writing,masculine,0.492
2024-12-01,ID,Multimedia,feminine,0.462
2024-12-01,ID,Multimedia,masculine,0.538
2024-12-01,ID,Other/Unknown,feminine,0.580
2024-12-01,ID,Other/Unknown,masculine,0.420
2024-12-01,ID,Practical Guidance,feminine,0.574
2024-12-01,ID,Practical Guidance,masculine,0.426
2024-12-01,ID,Seeking information,feminine,0.525
2024-12-01,ID,Seeking information,masculine,0.475
2024-12-01,ID,Self-expression,feminine,0.663
2024-12-01,ID,Self-expression,masculine,0.337
2024-12-01,ID,Technical help,feminine,0.443
2024-12-01,ID,Technical help,masculine,0.557
2024-12-01,ID,Writing,feminine,0.629
2024-12-01,ID,Writing,masculine,0.371
2024-12-01,IE,Practical Guidance,feminine,0.487
2024-12-01,IE,Practical Guidance,masculine,0.513
2024-12-01,IE,Seeking information,feminine,0.363
2024-12-01,IE,Seeking information,masculine,0.637
2024-12-01,IE,Writing,feminine,0.528
2024-12-01,IE,Writing,masculine,0.472
2024-12-01,IL,Practical Guidance,feminine,0.416
2024-12-01,IL,Practical Guidance,masculine,0.584
2024-12-01,IL,Seeking information,feminine,0.388
2024-12-01,IL,Seeking information,masculine,0.612
2024-12-01,IL,Technical help,feminine,0.335
2024-12-01,IL,Technical help,masculine,0.665
2024-12-01,IL,Writing,feminine,0.410
2024-12-01,IL,Writing,masculine,0.590
2024-12-01,IN,Multimedia,feminine,0.333
2024-12-01,IN,Multimedia,masculine,0.667
2024-12-01,IN,Other/Unknown,feminine,0.390
2024-12-01,IN,Other/Unknown,masculine,0.610
2024-12-01,IN,Practical Guidance,feminine,0.419
2024-12-01,IN,Practical Guidance,masculine,0.581
2024-12-01,IN,Seeking information,feminine,0.388
2024-12-01,IN,Seeking information,masculine,0.612
2024-12-01,IN,Self-expression,feminine,0.353
2024-12-01,IN,Self-expression,masculine,0.647
2024-12-01,IN,Technical help,feminine,0.303
2024-12-01,IN,Technical help,masculine,0.697
2024-12-01,IN,Writing,feminine,0.421
2024-12-01,IN,Writing,masculine,0.579
2024-12-01,IQ,Practical Guidance,feminine,0.476
2024-12-01,IQ,Practical Guidance,masculine,0.524
2024-12-01,IQ,Writing,feminine,0.416
2024-12-01,IQ,Writing,masculine,0.584
2024-12-01,IT,Multimedia,feminine,0.404
2024-12-01,IT,Multimedia,masculine,0.596
2024-12-01,IT,Other/Unknown,feminine,0.524
2024-12-01,IT,Other/Unknown,masculine,0.476
2024-12-01,IT,Practical Guidance,feminine,0.553
2024-12-01,IT,Practical Guidance,masculine,0.447
2024-12-01,IT,Seeking information,feminine,0.481
2024-12-01,IT,Seeking information,masculine,0.519
2024-12-01,IT,Self-expression,feminine,0.638
2024-12-01,IT,Self-expression,masculine,0.362
